dbo,AllergiesOtherInfo,AllergyID,FK_AllergiesOtherInfo_AllergyID,dbo,Allergies,AllergyID
dbo,AllergyReactions,AllergyID,FK_AllergyReactions_AllergyID,dbo,Allergies,AllergyID
dbo,AllergyTypeCategoryType,AllergyTypeID,FK_AllergyTypeCategoryType_Issue,dbo,AllergyType,AllergyTypeID
dbo,AmortizationSchedCalc,EntityID,FK_AmortizationSchedCalc_Entity,dbo,Entity,EntityID
dbo,AmortizationSchedCalc,CreatedBy,FK_AmortizationSchedCalc_Users,dbo,Users,EntityID
dbo,Annotation,FileID,FK_Annotation_Files,dbo,Files,FileID
dbo,Annotation,EntityID,FK_Annotation_Entity,dbo,Entity,EntityID
dbo,AnswerType,AnswerCategoryID,FK_AnswerType_AnswerTypeCategory,dbo,AnswerTypeCategory,AnswerCategoryID
dbo,AnswerType,OrgGroupID,FK_AnswerType_OrgGroup,dbo,OrgGroup,OrgGroupID
dbo,APIForm,FormID,FK_APIForm_FormID_Form_FormID,dbo,Form,FormID
dbo,APIForm,CreatedBy,FK_APIForm_CreatedBy_Users_EntityID,dbo,Users,EntityID
dbo,APIForm,DeletedBy,FK_APIForm_DeletedBy_Users_EntityID,dbo,Users,EntityID
dbo,APIForm,LastModifiedBy,FK_APIForm_LastModifiedBy_Users_EntityID,dbo,Users,EntityID
dbo,APIFormRole,FormID,FK_APIFormRole_FormID_Form_FormID,dbo,Form,FormID
